videopath,source,caption,neg_caption,youtube_key,split,misalignment
msr-vtt_TrainValVideo_video5393,msr-vtt,this is a the voices kids perfomance video,a woman is reading,JQG86Gv5E_k,train,action
k600_val_mAQaOGOmf4k_000004_000014,vatex,Three girls jump and dance to funny sounding music while another girl watches them.,Three girls watch another girl jump and dance to funny sounding music,,train,flip
k600_val_lY1SyjWEF8A_000003_000013,vatex,A young girl does a cartwheel on the carpet and then falls over.,A young girl falls over and then does a cartwheel on the carpet,,train,flip
k600_val_zRruJDfg31g_000031_000041,vatex,A man is playing a short tune on his trombone.,A man is playing a short tune on his guitar.,,train,action
k600_val_dk73X721tEg_000018_000028,vatex,A lady is snapping her fingers while a group of people are speaking in the background.,A lady is speaking in the background while a group of people are snapping their fingers,,train,flip
k600_val_3vCRLo5dtNY_000149_000159,vatex,A person is speaking on how they do activities while fixing there glasses.,A person is speaking on how they do activities while playing with there glasses.,,train,action
k600_val_fZurmaaeKvQ_000144_000154,vatex,a person is doing some painting work on the pole in front of the house,a person is doing some painting work on the wall in front of the house,,train,action
k600_val_U3FGSsidKeI_000001_000011,vatex,"A person first fries the egg, chops the egg and then pours bacon and cheese on it.","A person first pours bacon and cheese on the egg, chops the egg and then fries the egg",,train,flip
tempo_videos_3589,tempo,"the camera focuses on feet, then moves away to start capturing the beach.","the camera moves away to start capturing the beach, then focuses on feet",,train,flip
k600_val_teE8OIoOqJ0_000063_000073,vatex,A little girl plays a note on a recorder and then starts laughing from the sound of it.,A little girl starts laughing from the sound of it and then plays a note on a recorder,,train,flip
msr-vtt_TrainValVideo_video6228,msr-vtt,in a kitchen a women is making egg noodles,in a kitchen a women is making egg drop soup,XbaC0YIRfpM,train,action
k600_val_PCiILQfGnu8_000036_000046,vatex,A man in ocean water manipulates a surfboard to sit on it.,A man in ocean water manipulates a surfboard to stand on it.,,train,action
msr-vtt_TrainValVideo_video2757,msr-vtt,a green soup dragon mumbling as a pink mouse walks over and mumbles to him,a green soup dragon mumbling as a pink mouse walks over and mumbles to him before the green soup dragon mumbles,wKBo3BLvcGM,train,flip
k600_val_SOmdxW-9tVQ_000036_000046,vatex,A woman puts ornaments on the tree for Christmas while her son dances around on the couch.,A woman dances around on the couch while her son puts ornaments on the tree for Christmas,,train,flip
k600_val_NyTsArphbAM_000064_000074,vatex,A woman is talking on a news story about something and someone texts on a phone.,A woman texts on a phone and someone is talking on a news story about something,,train,flip
msr-vtt_TrainValVideo_video1846,msr-vtt,a man talks about is lab at mount sinai is a dry lab,a man talks about is lab at mount sinai is a wet lab,SnkEFrhzqCU,train,action
k600_val_qVhV3P17GVY_000603_000613,vatex,A man rotates a circle on a rim or hubcap before using a tool to loosen or tighten the bolt.,A man uses a tool to loosen or tighten the bolt before rotating a circle on a rim or hubcap,,train,flip
k600_val_kSbjNPRfwKA_000012_000022,vatex,A woman is dancing the macaroni to music in the background.,A woman is eating the macaroni to music in the background.,,train,action
k600_val_tmqTdsqayYE_000114_000124,vatex,Someone on a motorcycle did something to someone's gas tank and then the car drove away.,The car drove away and then someone on a motorcycle did something to someone's gas tank,,train,flip
k600_val_3W4-akyf6wA_001680_001690,vatex,A person is showing how to paint a very complex photo of a woman,A person is showing how to draw a very complex photo of a woman,,train,action
k600_val_7luVmTjPu64_000008_000018,vatex,A woman has braids and a hot iron then they are unbraided for wavy hair.,A woman has braids and a hot iron then they are braided for straight hair,,train,flip
k600_val_lYE9MxnOcY4_000004_000014,vatex,A jeep is trying desperately to cross a river during the day.,A jeep is trying desperately to cross a river during the night.,,train,action
k600_val_YHdGFNlANLw_000012_000022,vatex,A person rubbing a cats stomach while the cat rolls around and licks the owner.,A person licking a cat while the cat rolls around and rubs the owner,,train,flip
msr-vtt_TrainValVideo_video1731,msr-vtt,a group of individuals discuss plans as a small group of women watch a tv program,a group of individuals watch a tv program as a small group of women discuss plans,TASGl0_jnjU,train,flip
k600_val_nITzANvDpos_000052_000062,vatex,Three teenage boys are stuffing their mouths with hotdogs as others make comments.,Three teenage boys are making comments as others stuff their mouths with hotdogs,,train,flip
k600_val_Q6EWIIHwOHw_000196_000206,vatex,A woman demonstrates how to apply makeup and blend with fingers.,A woman demonstrates how to apply makeup and blend with a brush.,,train,action
k600_val_0kvnU7LSEt8_000019_000029,vatex,A man at a group gathering getting his head completely shaved.,A man at a group gathering getting his head completely colored.,,train,action
k600_val_7-saABRGhK0_000012_000022,vatex,A young man successfully pole vaults over a high placement and falls to the yellow mat below.,A young man falls to the yellow mat below and then successfully pole vaults over a high placement,,train,flip
msr-vtt_TrainValVideo_video1479,msr-vtt,a person is showing off the different mickey mouse candies,a person is eating the different mickey mouse candies,sLZIUFq1Wds,train,action
tempo_videos_4848,tempo,the skaters cross paths after skating away,the skaters cross paths after skating towards each other,,train,action
tempo_videos_3272,tempo,train is going before train disappears to left,Train disappears to left before going,,train,flip
k600_val_1H1bso6CcwI_000112_000122,vatex,A person has reformed slices of watermelon and has a knife she is about to cut the watermelon with,A person has reformed slices of watermelon and has a knife she is about to throw the watermelon with,,train,action
msr-vtt_TrainValVideo_video3473,msr-vtt,there is a woman is singing a new and trendy song,there is a woman is dancing to a new and trendy song,zfcZpRm5M5I,train,action
k600_val_yu-0Iuz6nF0_000176_000186,vatex,Woman in a kitchen line dancing to country music in her socks.,Woman in a kitchen line dancing to country music in her shoes.,,train,action
k600_val_z6Xahf4nv7U_000129_000139,vatex,A man is using a rag to wipe the edges of a window that he just cleaned,A man is using a rag to wipe the edges of a window that he just painted,,train,action
msr-vtt_TrainValVideo_video6311,msr-vtt,a nature documentary about how nature takes the best design and works with it and how man destroys it,a nature documentary about how man destroys the best design and works with it and how nature takes it,sX6xsn8MQxI,train,flip
msr-vtt_TrainValVideo_video1506,msr-vtt,a band was singing country music with dancing a bull riding,a band was singing country music with bull riding before dancing,iWXhtDa94kQ,train,flip
msr-vtt_TrainValVideo_video5163,msr-vtt,cartoon characters going to the bathroom then in a living room,cartoon characters going to the living room then in a bathroom,CX4cGhQW5Ec,train,flip
msr-vtt_TrainValVideo_video679,msr-vtt,a person takes the chicken from the toaster and then he places some more in the grill,a person places some more in the grill and then he takes the chicken from the toaster,tCoydyJLKmQ,train,flip
k600_val_1TzGn3qcsTk_000069_000079,vatex,A group of men and women dance to country music in unison.,A group of men and women dance to hip hop music in unison.,,train,action
k600_val_yWZ40i1GFd8_000013_000023,vatex,A man is erecting a small cabin and its progress is shown in time lapse images.,A man is tearing down a small cabin and its progress is shown in time lapse images.,,train,action
msr-vtt_TrainValVideo_video5878,msr-vtt,there are some tips to bake a cake,"There are some tips to bake a cake, then the cake is baked",_zQNHMlLJp4,train,flip
k600_val_qEirhNBc204_000214_000224,vatex,A mom is holding her small child in her arms while the child looks at the camera.,A mom is holding her small child in her arms while the child is asleep,,train,flip
msr-vtt_TrainValVideo_video501,msr-vtt,a person walks around a car showing it off,a person walks around a car hiding it,iXSZNo0x2WM,train,action
k600_val_Dnp7SrYtcCs_000282_000292,vatex,A woman speaks to an assembled hearing about a political matter.,A woman shouts at an assembled hearing about a political matter.,,train,action
k600_val_dGWceu-2g4U_000014_000024,vatex,A baby is rolling around and playing on a mattress on the ground.,A baby is playing on a mattress on the ground before rolling around,,train,flip
tempo_videos_1327,tempo,"purple shirt is shown, then pink and red shirts are seen.","pink and red shirts are seen, then purple shirt is shown",,train,flip
k600_val_AdwwgnYhbu4_000022_000032,vatex,A baby plays with maraca and then tries to suck on it.,A baby plays with maraca and then tries to throw it.,,train,action
msr-vtt_TrainValVideo_video2845,msr-vtt,a woman kneels next to her daughter who is wearing a yellow dress in a bathroom with a round mirror over a blue sink and blue toilet,a woman stands next to her daughter who is wearing a yellow dress in a bathroom with a round mirror over a blue sink and blue toilet,VQXvs6FZD9s,train,action
msr-vtt_TrainValVideo_video5901,msr-vtt,a man is speaking into a mic about greece while someone translates,a man is speaking into a mic about greece while someone translates and then he does the translating himself,tbGm4K5IAFM,train,flip
k600_val_bPHsWugu78s_000119_000129,vatex,A young boy plays with fake swords with someone as people talk.,A young boy plays with fake swords with someone as people talk and then people talk,,train,flip
k600_val_MdawM6Rjuss_000038_000048,vatex,A baby walks around in her front room as she is filmed.,A baby sits around in her front room as she is filmed.,,train,action
